# time,left_s0,left_s1,left_e0,left_e1,left_w0,left_w1,left_w2,right_s0,right_s1,right_e0,right_e1,right_w0,right_w1,right_w2
1.000000000000000056e-01,-2.290789063564030170e-01,-9.912757104423902677e-01,-5.718696428247904695e-01,1.971998848528909498e+00,-2.104569687718685689e+00,7.114202903098940656e-01,9.867623065222587142e-01,-2.278000000000000025e-01,-2.591999999999999860e-01,1.411999999999999922e+00,1.846100000000000074e+00,1.028000000000000025e-01,-1.043000000000000038e-01,3.271000000000000019e-01
1.100000000000000006e-01,-2.289302635549948506e-01,-9.924716860466227253e-01,-5.717922948093355773e-01,1.971742255990690973e+00,-2.104784301564176729e+00,7.117852337407376551e-01,9.880344036161605725e-01,-2.278000000000000025e-01,-2.619000000000000217e-01,1.411599999999999966e+00,1.845800000000000107e+00,1.015999999999999959e-01,-9.929999999999999938e-02,3.282999999999999807e-01
1.202000000000000013e-01,-2.290978960984293711e-01,-9.923828025172777290e-01,-5.719428123330709823e-01,1.971687456531705740e+00,-2.103003024472717364e+00,7.121460707609088558e-01,9.882561830702518701e-01,-2.281999999999999862e-01,-2.631000000000000005e-01,1.410500000000000087e+00,1.844999999999999973e+00,9.969999999999999696e-02,-9.470000000000000639e-02,3.286999999999999922e-01
1.300000000000000044e-01,-2.288406098359821450e-01,-9.917955048306011934e-01,-5.716640462871717121e-01,1.970374421292557576e+00,-2.099856072653478734e+00,7.121222096734012297e-01,9.876192971148094468e-01,-2.281999999999999862e-01,-2.665000000000000147e-01,1.410099999999999909e+00,1.844200000000000061e+00,1.005000000000000060e-01,-9.089999999999999469e-02,3.286999999999999922e-01
1.400000000000000133e-01,-2.289143644187306981e-01,-9.917983096693886447e-01,-5.713052708720722794e-01,1.970837557437439491e+00,-2.100473787219297783e+00,7.127188116908629301e-01,9.893696804842437853e-01,-2.281999999999999862e-01,-2.691999999999999948e-01,1.409299999999999997e+00,1.842700000000000005e+00,1.000999999999999945e-01,-8.740000000000000546e-02,3.290000000000000147e-01
1.499999999999999944e-01,-2.288342769543324773e-01,-9.915546586974899324e-01,-5.713458528479909981e-01,1.969540585453207537e+00,-2.098484930937609239e+00,7.123557729020988383e-01,9.882087935765996312e-01,-2.281999999999999862e-01,-2.730000000000000204e-01,1.406700000000000061e+00,1.840799999999999992e+00,9.969999999999999696e-02,-8.169999999999999485e-02,3.294000000000000261e-01
1.600000000000000033e-01,-2.290158344970021076e-01,-9.905669945021450262e-01,-5.707215499044505647e-01,1.969234269064851661e+00,-2.097953070278371523e+00,7.123519301959427841e-01,9.890716043256015944e-01,-2.288999999999999924e-01,-2.752999999999999892e-01,1.406700000000000061e+00,1.838899999999999979e+00,1.000999999999999945e-01,-7.710000000000000187e-02,3.294000000000000261e-01
1.700000000000000122e-01,-2.284453768371265681e-01,-9.915342497797350330e-01,-5.711272594694074556e-01,1.967896571012473395e+00,-2.094693605209484222e+00,7.118214267274718399e-01,9.869717963409038175e-01,-2.288999999999999924e-01,-2.796000000000000152e-01,1.406300000000000106e+00,1.838100000000000067e+00,9.890000000000000180e-02,-7.209999999999999742e-02,3.286999999999999922e-01
1.799999999999999933e-01,-2.278591425261749515e-01,-9.916340399360958902e-01,-5.714841025673159658e-01,1.968157572874925876e+00,-2.090338766624935118e+00,7.120050966008172333e-01,9.853056668341504398e-01,-2.285999999999999976e-01,-2.833999999999999853e-01,1.405499999999999972e+00,1.836899999999999977e+00,9.890000000000000180e-02,-6.600000000000000311e-02,3.286999999999999922e-01
1.900000000000000022e-01,-2.278568628076164670e-01,-9.919000872143438619e-01,-5.724955555846812372e-01,1.967253996970449670e+00,-2.088478334562696492e+00,7.125389231518985955e-01,9.834814163630793971e-01,-2.288999999999999924e-01,-2.852999999999999980e-01,1.404700000000000060e+00,1.835399999999999920e+00,9.740000000000000047e-02,-6.099999999999999867e-02,3.290000000000000147e-01
2.001000000000000001e-01,-2.272837127589777129e-01,-9.914322260437516965e-01,-5.726958386227669617e-01,1.965975617540914655e+00,-2.084494343278706197e+00,7.119809601135314026e-01,9.804977953489971698e-01,-2.285999999999999976e-01,-2.888000000000000012e-01,1.403999999999999915e+00,1.834300000000000042e+00,9.660000000000000531e-02,-5.290000000000000258e-02,3.290000000000000147e-01
2.099999999999999922e-01,-2.264071238010162135e-01,-9.908463104595092164e-01,-5.732182755825424580e-01,1.964125654584325531e+00,-2.078456846343837316e+00,7.118805036474319392e-01,9.763670580510415142e-01,-2.288999999999999924e-01,-2.914999999999999813e-01,1.403599999999999959e+00,1.832300000000000040e+00,9.589999999999999913e-02,-4.680000000000000132e-02,3.290000000000000147e-01
2.200000000000000011e-01,-2.250883576734114266e-01,-9.897529933201026919e-01,-5.746553945222417914e-01,1.963045462838679756e+00,-2.069184728203065315e+00,7.126062977386421471e-01,9.696160274919827238e-01,-2.285999999999999976e-01,-2.940999999999999726e-01,1.403200000000000003e+00,1.830799999999999983e+00,9.550000000000000155e-02,-4.070000000000000007e-02,3.290000000000000147e-01
2.300000000000000100e-01,-2.231318845267493134e-01,-9.879249323838870112e-01,-5.752943065000156730e-01,1.960731105814115471e+00,-2.059017176759577517e+00,7.126484345222785510e-01,9.615846991024845636e-01,-2.285999999999999976e-01,-2.979999999999999871e-01,1.402800000000000047e+00,1.828899999999999970e+00,9.550000000000000155e-02,-3.339999999999999913e-02,3.290000000000000147e-01
2.399999999999999911e-01,-2.222873017693589304e-01,-9.885706351582314033e-01,-5.770135496401685993e-01,1.960409381121712258e+00,-2.050374447364062824e+00,7.136774055550377804e-01,9.566050989192463883e-01,-2.288999999999999924e-01,-3.009999999999999898e-01,1.402800000000000047e+00,1.826999999999999957e+00,9.400000000000000022e-02,-2.649999999999999925e-02,3.290000000000000147e-01
2.500000000000000000e-01,-2.205943954070429258e-01,-9.883494598963435962e-01,-5.771412498632294552e-01,1.958907668757961407e+00,-2.041131592600018418e+00,7.141594274904029538e-01,9.520457470197882799e-01,-2.285999999999999976e-01,-3.044999999999999929e-01,1.401699999999999946e+00,1.825099999999999945e+00,9.429999999999999494e-02,-1.919999999999999832e-02,3.294000000000000261e-01
2.600000000000000089e-01,-2.199972817587702023e-01,-9.886761437559198340e-01,-5.786695568674866674e-01,1.957726866683444200e+00,-2.032385474643329637e+00,7.138883468746695105e-01,9.453464228358472443e-01,-2.281999999999999862e-01,-3.075999999999999845e-01,1.402099999999999902e+00,1.823499999999999899e+00,9.400000000000000022e-02,-1.110000000000000049e-02,3.282999999999999807e-01
2.700000000000000178e-01,-2.186737520682252855e-01,-9.875234512970537670e-01,-5.788968991380197826e-01,1.955812317103311271e+00,-2.020818730327265111e+00,7.142136292556919841e-01,9.391796335536355400e-01,-2.293000000000000038e-01,-3.101999999999999758e-01,1.400500000000000078e+00,1.820100000000000051e+00,9.360000000000000264e-02,-4.199999999999999740e-03,3.286999999999999922e-01
2.800000000000000266e-01,-2.175097660162920443e-01,-9.882379590012879689e-01,-5.794005297982969260e-01,1.955022276611274812e+00,-2.008877837039911629e+00,7.146041154824874786e-01,9.342934254092235546e-01,-2.285999999999999976e-01,-3.136999999999999789e-01,1.401699999999999946e+00,1.818500000000000005e+00,9.429999999999999494e-02,3.500000000000000073e-03,3.282999999999999807e-01
2.899999999999999800e-01,-2.165672055965657261e-01,-9.880340389782066302e-01,-5.796272507953322828e-01,1.953080743863233604e+00,-1.996599833354602671e+00,7.143978985451174823e-01,9.280918128047895843e-01,-2.288999999999999924e-01,-3.164000000000000146e-01,1.400900000000000034e+00,1.815800000000000081e+00,9.400000000000000022e-02,1.110000000000000049e-02,3.290000000000000147e-01
2.999999999999999889e-01,-2.155193925365075924e-01,-9.895232139058297571e-01,-5.806913082974195506e-01,1.952244970122891887e+00,-1.983974821323611470e+00,7.147202797142251374e-01,9.215338302796065584e-01,-2.288999999999999924e-01,-3.205999999999999961e-01,1.399000000000000021e+00,1.813199999999999923e+00,9.360000000000000264e-02,2.029999999999999860e-02,3.294000000000000261e-01
3.099999999999999978e-01,-2.151746148152297589e-01,-9.897900788839547603e-01,-5.808817446467410273e-01,1.950343476251832797e+00,-1.971446275619268107e+00,7.156632945983590899e-01,9.179436112172330020e-01,-2.281999999999999862e-01,-3.244000000000000217e-01,1.397799999999999931e+00,1.810899999999999954e+00,9.279999999999999361e-02,2.649999999999999925e-02,3.294000000000000261e-01
3.200000000000000067e-01,-2.141651158322126214e-01,-9.911531829737554311e-01,-5.804500715250837661e-01,1.948803075730948686e+00,-1.958757357978725855e+00,7.166662175255666956e-01,9.156779394943629358e-01,-2.281999999999999862e-01,-3.264000000000000234e-01,1.397499999999999964e+00,1.808899999999999952e+00,9.320000000000000506e-02,3.529999999999999805e-02,3.294000000000000261e-01
3.300000000000000155e-01,-2.135425903171192519e-01,-9.921018638445747717e-01,-5.803297717495240482e-01,1.946130173108242545e+00,-1.946828430119637243e+00,7.173148383727906419e-01,9.117718407170860573e-01,-2.270000000000000073e-01,-3.310000000000000164e-01,1.395899999999999919e+00,1.806300000000000017e+00,9.279999999999999361e-02,4.220000000000000140e-02,3.282999999999999807e-01
3.400000000000000244e-01,-2.124901256031726249e-01,-9.926590054979048672e-01,-5.811105642526926962e-01,1.944155548128086997e+00,-1.933031357949380080e+00,7.183881217513241602e-01,9.031304872683316720e-01,-2.273999999999999910e-01,-3.336000000000000076e-01,1.395499999999999963e+00,1.804000000000000048e+00,9.170000000000000373e-02,5.020000000000000157e-02,3.294000000000000261e-01
3.499999999999999778e-01,-2.115682560158218262e-01,-9.945656767388096897e-01,-5.821147019599366423e-01,1.942559690431897135e+00,-1.921063675964862494e+00,7.194623532187096604e-01,8.958394491843442164e-01,-2.281999999999999862e-01,-3.371000000000000107e-01,1.393999999999999906e+00,1.801299999999999901e+00,8.970000000000000195e-02,5.790000000000000008e-02,3.294000000000000261e-01
3.599999999999999867e-01,-2.105444495257956516e-01,-9.939717740263798174e-01,-5.822049961317858902e-01,1.942062698233573803e+00,-1.905918392667748096e+00,7.203497241117062799e-01,8.861181103027653272e-01,-2.270000000000000073e-01,-3.405000000000000249e-01,1.393599999999999950e+00,1.799400000000000110e+00,8.630000000000000171e-02,6.600000000000000311e-02,3.290000000000000147e-01
3.699999999999999956e-01,-2.093344848642259004e-01,-9.962318626378853237e-01,-5.835145490365849508e-01,1.939700846417808933e+00,-1.892809892530674221e+00,7.215395213027743226e-01,8.752776015795197262e-01,-2.265999999999999959e-01,-3.436000000000000165e-01,1.393199999999999994e+00,1.796699999999999964e+00,8.250000000000000389e-02,7.480000000000000537e-02,3.290000000000000147e-01
3.800000000000000044e-01,-2.084373837501560522e-01,-9.986164881366026425e-01,-5.842152040255106371e-01,1.936981325024496048e+00,-1.879964361189868205e+00,7.227315402481745421e-01,8.669223009659111634e-01,-2.258999999999999897e-01,-3.477999999999999980e-01,1.392900000000000027e+00,1.794799999999999951e+00,7.820000000000000562e-02,8.210000000000000631e-02,3.286999999999999922e-01
3.900000000000000133e-01,-2.076975296255152981e-01,-9.995553953866194163e-01,-5.848191277557860390e-01,1.935843256238909404e+00,-1.866625682604366787e+00,7.241298688376119896e-01,8.571072033984017402e-01,-2.265999999999999959e-01,-3.508999999999999897e-01,1.390200000000000102e+00,1.792499999999999982e+00,7.779999999999999416e-02,8.939999999999999336e-02,3.310000000000000164e-01
4.000000000000000222e-01,-2.071246021539168702e-01,-1.001111951368066411e+00,-5.846837080325659741e-01,1.933375617197720331e+00,-1.851591362993057155e+00,7.252161308296730668e-01,8.484053064262438992e-01,-2.263000000000000012e-01,-3.543000000000000038e-01,1.389799999999999924e+00,1.790200000000000014e+00,8.019999999999999352e-02,9.700000000000000289e-02,3.328999999999999737e-01
4.099999999999999756e-01,-2.058758009143434597e-01,-1.003166374589590237e+00,-5.855196321819492455e-01,1.931418214564234681e+00,-1.837548129095100791e+00,7.271824133061920437e-01,8.358319199788741827e-01,-2.263000000000000012e-01,-3.573999999999999955e-01,1.387899999999999912e+00,1.788200000000000012e+00,8.050000000000000211e-02,1.047000000000000014e-01,3.336000000000000076e-01
4.199999999999999845e-01,-2.061788943839764077e-01,-1.004318970485721607e+00,-5.857381892748497743e-01,1.928241269861500795e+00,-1.823649974975575017e+00,7.283531464628877350e-01,8.262059766416002260e-01,-2.265999999999999959e-01,-3.613000000000000100e-01,1.387100000000000000e+00,1.784799999999999942e+00,8.050000000000000211e-02,1.111999999999999933e-01,3.343999999999999750e-01
4.299999999999999933e-01,-2.051420907255071813e-01,-1.005340982406273787e+00,-5.851119012297377742e-01,1.926266017999839208e+00,-1.807488144888384385e+00,7.302210792066918810e-01,8.144622553007916377e-01,-2.258999999999999897e-01,-3.650999999999999801e-01,1.385999999999999899e+00,1.782100000000000017e+00,7.979999999999999594e-02,1.197000000000000008e-01,3.356000000000000094e-01
4.400000000000000022e-01,-2.051169838263028344e-01,-1.006802245729800260e+00,-5.852515548580083937e-01,1.922721192201286566e+00,-1.794353454589286523e+00,7.316621815495091274e-01,8.030866179285703899e-01,-2.263000000000000012e-01,-3.682000000000000273e-01,1.384400000000000075e+00,1.778999999999999915e+00,8.019999999999999352e-02,1.269000000000000128e-01,3.362999999999999878e-01
4.500000000000000111e-01,-2.040664549543518835e-01,-1.008760541307514025e+00,-5.846259992904881964e-01,1.921305191270498369e+00,-1.781479489261861726e+00,7.338395600483070824e-01,7.952331973757040817e-01,-2.265999999999999959e-01,-3.711999999999999744e-01,1.383699999999999930e+00,1.777099999999999902e+00,8.050000000000000211e-02,1.338000000000000023e-01,3.375000000000000222e-01
4.600000000000000200e-01,-2.042430336572734761e-01,-1.010444387691635360e+00,-5.850745538817418989e-01,1.919385902004868694e+00,-1.772088592303302956e+00,7.349899838504025951e-01,7.857265295021762519e-01,-2.258999999999999897e-01,-3.750999999999999890e-01,1.382900000000000018e+00,1.774000000000000021e+00,8.050000000000000211e-02,1.400000000000000133e-01,3.382000000000000006e-01
4.699999999999999734e-01,-2.043704463340299260e-01,-1.013453082599890642e+00,-5.854782111835492575e-01,1.918701030867581370e+00,-1.762195480698882655e+00,7.360819217366074696e-01,7.782621334867780849e-01,-2.255000000000000060e-01,-3.776999999999999802e-01,1.381299999999999972e+00,1.771700000000000053e+00,8.019999999999999352e-02,1.469000000000000028e-01,3.375000000000000222e-01
4.799999999999999822e-01,-2.039760080894660321e-01,-1.014745100604654171e+00,-5.847003733869269304e-01,1.916539496199496817e+00,-1.752635670543202018e+00,7.372275579612437291e-01,7.711121943358607567e-01,-2.247000000000000108e-01,-3.815999999999999948e-01,1.380600000000000049e+00,1.768699999999999939e+00,8.089999999999999969e-02,1.519000000000000072e-01,3.390000000000000235e-01
4.900999999999999801e-01,-2.040525356431789339e-01,-1.015452468722791268e+00,-5.841802440815773156e-01,1.913513848856698063e+00,-1.742143796478592632e+00,7.389909124717533029e-01,7.621815217504216422e-01,-2.250999999999999945e-01,-3.842999999999999750e-01,1.378700000000000037e+00,1.766799999999999926e+00,8.089999999999999969e-02,1.572000000000000064e-01,3.390000000000000235e-01
5.000000000000000000e-01,-2.040729636832113447e-01,-1.016531648384675801e+00,-5.832231273958304874e-01,1.911326946739285049e+00,-1.731994998257996965e+00,7.400155960213485873e-01,7.544153073965138567e-01,-2.247000000000000108e-01,-3.889000000000000234e-01,1.377099999999999991e+00,1.764100000000000001e+00,8.089999999999999969e-02,1.633999999999999897e-01,3.412999999999999923e-01
5.100000000000000089e-01,-2.041592207097303879e-01,-1.018130129138904882e+00,-5.824634082943080937e-01,1.909546033597876002e+00,-1.721340994990841144e+00,7.415169998498915005e-01,7.471259519993496134e-01,-2.242999999999999994e-01,-3.911999999999999922e-01,1.376700000000000035e+00,1.761400000000000077e+00,8.050000000000000211e-02,1.675999999999999990e-01,3.436000000000000165e-01
5.200000000000000178e-01,-2.039340393049229871e-01,-1.020129948506596884e+00,-5.818778876105237252e-01,1.906190297076202134e+00,-1.712811668990039449e+00,7.425317819418445486e-01,7.377168929573828526e-01,-2.240000000000000047e-01,-3.941999999999999948e-01,1.375199999999999978e+00,1.759500000000000064e+00,7.979999999999999594e-02,1.713999999999999968e-01,3.454999999999999738e-01
5.300000000000000266e-01,-2.045582010336353951e-01,-1.021864489585109670e+00,-5.815096244066835229e-01,1.904074394589274632e+00,-1.705595040823495223e+00,7.429666267694381432e-01,7.319661584513648123e-01,-2.240000000000000047e-01,-3.976999999999999980e-01,1.374100000000000099e+00,1.757200000000000095e+00,8.050000000000000211e-02,1.756000000000000061e-01,3.482000000000000095e-01
5.400000000000000355e-01,-2.044192028134466099e-01,-1.022285109795388891e+00,-5.797883169822015681e-01,1.901147912759663106e+00,-1.697100348043096840e+00,7.434586806567035078e-01,7.247966035067208157e-01,-2.235999999999999932e-01,-4.000000000000000222e-01,1.372500000000000053e+00,1.756000000000000005e+00,8.019999999999999352e-02,1.799000000000000044e-01,3.508999999999999897e-01
5.500000000000000444e-01,-2.055017029323847055e-01,-1.023402200827915332e+00,-5.788346995599341627e-01,1.899372150402594217e+00,-1.688114517048732388e+00,7.435640758400968719e-01,7.178149041414108034e-01,-2.235999999999999932e-01,-4.033999999999999808e-01,1.371799999999999908e+00,1.752599999999999936e+00,7.979999999999999594e-02,1.844999999999999973e-01,3.536000000000000254e-01
5.600000000000000533e-01,-2.055174625213900819e-01,-1.025854068103314365e+00,-5.779698768707384193e-01,1.896458291932755724e+00,-1.680233753450586898e+00,7.439452770873649090e-01,7.090978704502940433e-01,-2.232000000000000095e-01,-4.064999999999999725e-01,1.370200000000000085e+00,1.750299999999999967e+00,7.900000000000000078e-02,1.875000000000000000e-01,3.563000000000000056e-01
5.699999999999999512e-01,-2.061033393040952733e-01,-1.026405012189461452e+00,-5.766317455734619735e-01,1.893935238055378223e+00,-1.671791202176147850e+00,7.447812736125668520e-01,7.038247218588458143e-01,-2.223999999999999866e-01,-4.099999999999999756e-01,1.367899999999999894e+00,1.747600000000000042e+00,7.939999999999999836e-02,1.910000000000000031e-01,3.589999999999999858e-01
5.799999999999999600e-01,-2.062636753080166196e-01,-1.028321108566627728e+00,-5.757245466906804054e-01,1.891861267462163099e+00,-1.664845537012052956e+00,7.450691342965792829e-01,6.962709976902928810e-01,-2.223999999999999866e-01,-4.133999999999999897e-01,1.366000000000000103e+00,1.745300000000000074e+00,7.860000000000000320e-02,1.937000000000000111e-01,3.615999999999999770e-01
5.899999999999999689e-01,-2.064964094218314783e-01,-1.029398348865663948e+00,-5.742453957299001877e-01,1.889355421717537009e+00,-1.657286675576175483e+00,7.452781350669662741e-01,6.886492901650399512e-01,-2.220000000000000029e-01,-4.161000000000000254e-01,1.365599999999999925e+00,1.743000000000000105e+00,7.939999999999999836e-02,1.967000000000000137e-01,3.643000000000000127e-01
5.999999999999999778e-01,-2.073005875555864463e-01,-1.030461019485959584e+00,-5.731271558124445553e-01,1.886837020235571760e+00,-1.650214885806093434e+00,7.452224866348040599e-01,6.805276682153866830e-01,-2.212999999999999967e-01,-4.198999999999999955e-01,1.363299999999999956e+00,1.740299999999999958e+00,7.860000000000000320e-02,1.993999999999999939e-01,3.665999999999999814e-01
6.099999999999999867e-01,-2.074638628500446724e-01,-1.031788196541632008e+00,-5.717412547892880559e-01,1.883576742188070030e+00,-1.644074848585403759e+00,7.452131287656084124e-01,6.739183283898889654e-01,-2.205000000000000016e-01,-4.229999999999999871e-01,1.362200000000000077e+00,1.737600000000000033e+00,7.670000000000000429e-02,2.028999999999999970e-01,3.689000000000000057e-01
6.199999999999999956e-01,-2.077989598583011854e-01,-1.032218019750146043e+00,-5.700850479725078079e-01,1.881513666648865213e+00,-1.637936187534804411e+00,7.449205788887084401e-01,6.673423496620027873e-01,-2.200999999999999901e-01,-4.260999999999999788e-01,1.360600000000000032e+00,1.734499999999999931e+00,7.710000000000000187e-02,2.058999999999999997e-01,3.704999999999999960e-01
6.300000000000000044e-01,-2.090990952740784947e-01,-1.033530567511640630e+00,-5.694133250630399878e-01,1.879033202638937139e+00,-1.632842863906325714e+00,7.441747904347754128e-01,6.610807041259211259e-01,-2.197000000000000064e-01,-4.290999999999999814e-01,1.358700000000000019e+00,1.732599999999999918e+00,7.589999999999999525e-02,2.081999999999999962e-01,3.728000000000000203e-01
6.400000000000000133e-01,-2.093654979060555199e-01,-1.034621664206107461e+00,-5.678753630224843141e-01,1.876204955664313223e+00,-1.627503565690191500e+00,7.437156380392668797e-01,6.563178149471389222e-01,-2.185999999999999888e-01,-4.321999999999999731e-01,1.357199999999999962e+00,1.729899999999999993e+00,7.549999999999999767e-02,2.112999999999999878e-01,3.739000000000000101e-01
6.500000000000000222e-01,-2.088224755915144004e-01,-1.035933144337012779e+00,-5.658572321467333355e-01,1.873388199704538959e+00,-1.622022423514485556e+00,7.433626516271577556e-01,6.495163968334072280e-01,-2.174000000000000099e-01,-4.356999999999999762e-01,1.356000000000000094e+00,1.728399999999999936e+00,7.439999999999999392e-02,2.144000000000000072e-01,3.750999999999999890e-01
6.600000000000000311e-01,-2.105319531579296910e-01,-1.037033342609402053e+00,-5.648576821737295584e-01,1.870487197927239498e+00,-1.616568897312779862e+00,7.421088514391740443e-01,6.434348688302464758e-01,-2.170999999999999874e-01,-4.383000000000000229e-01,1.354100000000000081e+00,1.726499999999999924e+00,7.320000000000000118e-02,2.167000000000000037e-01,3.758000000000000229e-01
6.700000000000000400e-01,-2.102135583485814363e-01,-1.036788395979150623e+00,-5.628279176524337846e-01,1.868101083664030160e+00,-1.612452283851591117e+00,7.417392989324635977e-01,6.397358873006844249e-01,-2.159000000000000086e-01,-4.405999999999999917e-01,1.352600000000000025e+00,1.724199999999999955e+00,7.290000000000000646e-02,2.194000000000000117e-01,3.761999999999999789e-01
6.800000000000000488e-01,-2.116106202988539686e-01,-1.037338396242944327e+00,-5.612281413142801156e-01,1.865611559986172008e+00,-1.606238166207780704e+00,7.407482468493209460e-01,6.360505397795064297e-01,-2.151000000000000134e-01,-4.433000000000000274e-01,1.350300000000000056e+00,1.720699999999999896e+00,7.249999999999999500e-02,2.232000000000000095e-01,3.765999999999999903e-01
6.899999999999999467e-01,-2.119818819822620326e-01,-1.038368827944105677e+00,-5.590785698128361014e-01,1.862469164255683429e+00,-1.601195594714326376e+00,7.392148608987794134e-01,6.319361212697415242e-01,-2.147999999999999909e-01,-4.467999999999999750e-01,1.348400000000000043e+00,1.718800000000000106e+00,7.290000000000000646e-02,2.263000000000000012e-01,3.765999999999999903e-01
6.999999999999999556e-01,-2.127899115713517419e-01,-1.039689599984609192e+00,-5.576960816639183749e-01,1.859227556716517071e+00,-1.596264840294375764e+00,7.383959992889436164e-01,6.279054066427774972e-01,-2.139999999999999958e-01,-4.490999999999999992e-01,1.346500000000000030e+00,1.716499999999999915e+00,7.209999999999999742e-02,2.293000000000000038e-01,3.765999999999999903e-01
7.100999999999999535e-01,-2.131814857031487098e-01,-1.040315887790014937e+00,-5.561029921363109807e-01,1.857609813317739667e+00,-1.591498743405204364e+00,7.378370926670111407e-01,6.236120669421514329e-01,-2.124999999999999944e-01,-4.521000000000000019e-01,1.345299999999999940e+00,1.713100000000000067e+00,7.209999999999999742e-02,2.320000000000000118e-01,3.770000000000000018e-01
7.199999999999999734e-01,-2.141200645001605229e-01,-1.041862755358019754e+00,-5.552127260513129992e-01,1.855602730679540624e+00,-1.587327417086346948e+00,7.370171143202113306e-01,6.226635014668699952e-01,-2.112999999999999878e-01,-4.547999999999999821e-01,1.342999999999999972e+00,1.711200000000000054e+00,7.169999999999999984e-02,2.354999999999999871e-01,3.774000000000000132e-01
7.299999999999999822e-01,-2.148614195072275634e-01,-1.042116458750558694e+00,-5.528713209279567664e-01,1.852327788967881528e+00,-1.581694548319629190e+00,7.357162411200300900e-01,6.187075213296731047e-01,-2.109000000000000041e-01,-4.566999999999999948e-01,1.341499999999999915e+00,1.709200000000000053e+00,7.249999999999999500e-02,2.393000000000000127e-01,3.770000000000000018e-01
